时间,仿真时间,真实压高度,仿真气压高度,真实指示空速,仿真指示空速,真实真空速,仿真真空速,真实马赫数,仿真马赫数,真实垂直速度,仿真垂直速度,真实大气静温,仿真大气静温
77.7,77.7,454.251061326574,499.507269476232,211.486683623416,213.251153429685,226.753337788509,218.673912396936,0.669785580144551,0.643872511313276,6.58766688942547,-0.113359519680933,285.197368101377,287.13698324423
77.8,77.8,454.910446976943,379.840331144201,211.691425436942,210.381465756475,227.000922359011,214.431771413022,0.670521935556291,0.631117207470816,6.60004611795055,0.654407204516871,285.19308209465,287.779249584421
77.9,77.9,455.571069859203,385.777324727899,211.895854564871,208.968874540849,227.248230545086,213.055756113352,0.671257495138099,0.627097446038456,6.61241152725428,-0.0250140482870634,285.188788045915,287.821990188145
78,78,456.232928567024,449.466336879403,212.099962879324,211.68163509553,227.495252583429,216.516327923531,0.671992230053118,0.63741553293578,6.62476262917145,-0.360039886725841,285.184485964314,286.992091954729
78.1,78.1,456.896021645288,444.457308927783,212.303742272121,213.101702283189,227.741978722034,217.913702417967,0.672726111496502,0.641498598245641,6.63709893610172,0.0127141150235655,285.180175859306,286.75154429294
78.2,78.2,457.560347590145,409.661850135066,212.507184655073,213.106655324997,227.988399220576,217.536379058077,0.673459110696546,0.64030048456105,6.64941996102882,0.1824279033489,285.175857740664,287.714879911445
78.3,78.3,458.225904849073,421.755539539443,212.710281960277,214.052660304723,228.234504350795,218.635431927602,0.67419119891582,0.643554555836946,6.66172521753976,-0.0729348694526992,285.171531618481,287.331391124315
78.4,78.4,458.892691820942,485.532056353172,212.913026140403,211.776967603337,228.480284396882,217.008881685525,0.674922347452297,0.638955623983524,6.67401421984411,-0.377413841540774,285.167197503164,288.185593011123
78.5,78.5,459.560706856074,591.042988905181,213.115409168986,214.332435332146,228.725729655862,220.803230556278,0.675652527640487,0.650353145492073,6.68628648279309,-0.634341457846466,285.162855405435,286.674284500934
78.6,78.6,460.229948256309,472.822137425278,213.317423040712,212.619765134168,228.970830437975,217.732609245317,0.676381710852556,0.641042970545713,6.69854152189876,0.606673391153959,285.158505336334,288.098492386355
