时间,静压,总压,总温,气压高度,指示空速,真空速,马赫数,垂直速度,大气静温
1.9,101136.944052696,142389.217991316,321.616892827989,15.6659678756274,243.625138824533,259.715304182793,0.763343201985981,8.23576520913963,288.048171208808
2,101127.066498371,142366.321713215,321.603600306964,16.4894676062159,243.590955243514,259.684588052579,0.763260014353564,8.23422940262896,288.04281846056
2.1,101117.191614102,142342.934129214,321.589904852839,17.3128098394542,243.555467184695,259.65230524278,0.763172219087218,8.23261526213901,288.037466736044
2.2,101107.319493295,142319.05607089,321.575806996868,18.1359867451309,243.518675753083,259.618457027866,0.763079819737487,8.2309228513933,288.032116086157
2.3,101097.45022925,142294.688397796,321.561307293376,18.9589904995608,243.480582098053,259.583044744106,0.762982820036823,8.2291522372053,288.026766561753
2.4,101087.583915153,142269.83199739,321.546406319717,19.7818132858949,243.441187413318,259.546069789517,0.762881223899454,8.22730348947583,288.021418213642
2.5,101077.720644076,142244.487784955,321.531104676224,20.6044472944282,243.40049293691,259.507533623806,0.762775035421229,8.22537668119028,288.016071092586
2.6,101067.860508973,142218.656703522,321.515402986155,21.4268847229085,243.358499951149,259.467437768315,0.762664258879468,8.22337188841574,288.010725249301
2.7,101058.003602675,142192.339723786,321.499301895646,22.2491177768441,243.315209782624,259.42578380596,0.762548898732802,8.221289190298,288.005380734451
2.8,101048.150017885,142165.537844022,321.48280207365,23.071138669812,243.27062380216,259.382573381168,0.762428959620998,8.21912866905841,288.000037598646
2.9,101038.299847181,142138.25209,321.465904211883,23.8929396237644,243.224743424795,259.337808199813,0.762304446364789,8.21689040999066,287.994695892446
3,101028.453183002,142110.483514892,321.448609024768,24.7145128693368,243.17757010975,259.291490029148,0.76217536396569,8.21457450145738,287.989355666349
3.1,101018.610117655,142082.233199183,321.430917249365,25.535850646154,243.129105360401,259.243620697733,0.762041717605804,8.21218103488667,287.9840169708
3.2,101008.770743305,142053.502250579,321.412829645318,26.3569452031368,243.079350724253,259.19420209537,0.761903512647629,8.20971010476849,287.97867985618
3.3,100998.935151971,142024.291803904,321.394346994784,27.1777887988078,243.028307792902,259.143236173019,0.761760754633851,8.20716180865094,287.973344372808
3.4,100989.103435526,141994.60302101,321.375470102368,27.9983737015971,242.975978202015,259.090724942728,0.761613449287134,8.20453624713639,287.96801057094
3.5,100979.275685693,141964.437090667,321.356199795055,28.8186921901478,242.922363631291,259.03667047755,0.7614616025099,8.20183352387749,287.962678500764
3.6,100969.451994038,141933.795228467,321.336536922134,29.6387365536203,242.867465804433,258.981074911463,0.761305220384102,8.19905374557315,287.957348212401
3.7,100959.632451969,141902.678676714,321.316482355135,30.4584990919972,242.811286489113,258.923940439285,0.761144309170994,8.19619702196425,287.952019755902
3.8,100949.817150734,141871.088704319,321.296036987742,31.2779721163869,242.753827496942,258.865269316587,0.760978875310888,8.19326346582935,287.946693181243
3.9,100940.006181412,141839.026606687,321.275201735728,32.0971479493274,242.695090683434,258.805063859604,0.76080892542291,8.19025319298021,287.941368538329
4,100930.199634917,141806.493705603,321.253977536868,32.9160189250892,242.635077947972,258.743326445145,0.760634466304741,8.18716632225726,287.936045876987
4.1,100920.397601986,141773.491349125,321.232365350862,33.7345773899783,242.573791233773,258.680059510497,0.760455504932359,8.18400297552487,287.930725246965
4.2,100910.600173185,141740.020911459,321.210366159251,34.5528157026379,242.511232527851,258.615265553331,0.760272048459772,8.18076327766655,287.925406697933
4.3,100900.807438895,141706.083792841,321.187980965336,35.3707262343502,242.447403860982,258.5489471316,0.760084104218736,8.17744735658002,287.920090279477
4.4,100891.019489319,141671.68141942,321.165210794087,36.1883013693379,242.382307307666,258.481106863443,0.759891679718479,8.17405534317217,287.914776041099
4.5,100881.236414469,141636.815243129,321.14205669206,37.0055335050642,242.315944986087,258.411747427078,0.759694782645411,8.17058737135389,287.909464032217
4.6,100871.458304169,141601.486741565,321.118519727301,37.8224150525336,242.248319058079,258.340871560695,0.759493420862821,8.16704357803475,287.904154302159
4.7,100861.685248049,141565.697417853,321.09460098926,38.6389384365912,242.179431729081,258.268482062353,0.759287602410581,8.16342410311766,287.898846900162
4.8,100851.917335543,141529.448800524,321.070301588694,39.4550960962218,242.109285248101,258.194581789866,0.759077335504829,8.15972908949329,287.893541875375
4.9,100842.154655882,141492.742443378,321.045622657572,40.2708804848481,242.037881907672,258.119173660689,0.758862628537658,8.15595868303444,287.888239276848
5,100832.397298096,141455.579925352,321.02056534898,41.0862840706294,241.965224043812,258.042260651806,0.758643490076783,8.15211303259031,287.882939153541
5.1,100822.645351004,141417.962850379,320.995130837019,41.9012993367579,241.891314035981,257.963845799612,0.758419928865218,8.14819228998059,287.877641554311
5.2,100812.898903216,141379.892847257,320.969320316703,42.7159187817564,241.816154307038,257.88393219979,0.758191953820932,8.14419660998949,287.872346527919
5.3,100803.158043129,141341.371569502,320.943135003863,43.5301349197739,241.739747323197,257.802523007192,0.757959574036502,8.14012615035961,287.867054123021
5.4,100793.422858919,141302.400695207,320.916576135034,44.3439402808811,241.662095593981,257.719621435715,0.757722798778768,8.13598107178573,287.861764388174
5.5,100783.693438543,141262.9819269,320.889644967356,45.1573274113659,241.583201672179,257.635230758169,0.757481637488465,8.13176153790845,287.856477371826
5.6,100773.969869734,141223.116991393,320.862342778461,45.9702888740267,241.503068153796,257.549354306155,0.757236099779863,8.12746771530775,287.851193122319
5.7,100764.252239995,141182.807639636,320.834670866367,46.7828172484669,241.421697678011,257.461995469928,0.75698619544039,8.12309977349639,287.845911687885
5.8,100754.540636598,141142.055646568,320.806630549364,47.5949051313874,241.339092927122,257.373157698264,0.756731934430254,8.11865788491322,287.840633116646
5.9,100744.835146581,141100.862810958,320.778223165902,48.4065451368788,241.255256626505,257.282844498328,0.756473326882054,8.11414222491642,287.83535745661
6,100735.135856744,141059.230955259,320.749450074477,49.2177298967135,241.170191544557,257.19105943553,0.756210383100389,8.1095529717765,287.830084755671
6.1,100725.442853645,141017.161925444,320.720312653515,50.0284520606358,241.083900492652,257.097806133386,0.755943113561455,8.10489030666932,287.824815061606
6.2,100715.756223597,140974.657590852,320.69081230125,50.8387042966527,240.996386325087,257.003088273378,0.755671528912638,8.10015441366892,287.819548422072
6.3,100706.076052665,140931.719844029,320.660950435611,51.6484792913231,240.907651939027,256.906909594805,0.755395639972102,8.09534547974023,287.814284884606
6.4,100696.402426663,140888.350600559,320.630728494093,52.4577697500467,240.817700274457,256.809273894635,0.755115457728364,8.09046369473174,287.809024496625
6.5,100686.73543115,140844.551798908,320.600147933641,53.2665683973517,240.726534314127,256.710185027359,0.754830993339869,8.08550925136796,287.803767305417
6.6,100677.075151426,140800.325400254,320.569210230521,54.0748679771822,240.634157083495,256.609646904837,0.754542258134554,8.08048234524184,287.798513358148
6.7,100667.421672531,140755.673388321,320.537916880197,54.8826612531847,240.540571650673,256.50766349614,0.754249263609409,8.075383174807,287.793262701854
6.8,100657.77507924,140710.597769208,320.5062693972,55.6899410089935,240.445781126371,256.4042388274,0.753952021430025,8.07021194136999,287.788015383442
6.9,100648.135456058,140665.10057122,320.474269315002,56.4967000485161,240.34978866384,256.299376981645,0.753650543430143,8.06496884908223,287.782771449685
7,100638.502887223,140619.183844695,320.441918185883,57.3029311962168,240.252597458812,256.193082098641,0.75334484161119,8.05965410493204,287.777530947225
7.1,100628.877456695,140572.849661826,320.409217580799,58.1086272974003,240.154210749441,256.085358374728,0.753034928141813,8.05426791873641,287.772293922567
7.2,100619.259248158,140526.100116492,320.376169089252,58.9137812184937,240.054631816247,255.976210062655,0.752720815357402,8.04881050313274,287.76706042208
7.3,100609.648345014,140478.937324072,320.342774319148,59.7183858473289,239.953863982051,255.865641471409,0.752402515759609,8.04328207357047,287.761830491992
7.4,100600.044830383,140431.363421272,320.309034896666,60.5224340934225,239.851910611911,255.753656966051,0.752080042015864,8.03768284830253,287.756604178393
7.5,100590.448787095,140383.38056594,320.274952466117,61.3259188882565,239.748775113068,255.640260967535,0.751753406958872,8.03201304837674,287.751381527226
7.6,100580.860297691,140334.990936886,320.240528689806,62.1288331855567,239.644460934872,255.525457952542,0.751422623586122,8.02627289762709,287.746162584294
7.7,100571.279444419,140286.196733693,320.205765247891,62.9311699615713,239.538971568723,255.409252453298,0.751087705059369,8.02046262266491,287.74094739525
7.8,100561.70630923,140237.00017654,320.170663838239,63.7329222153481,239.432310548007,255.291649057398,0.750748664704128,8.01458245286991,287.7357360056
7.9,100552.140973774,140187.403506004,320.135226176281,64.5340829690106,239.324481448022,255.172652407622,0.750405516009148,8.00863262038111,287.730528460701
8,100542.583519398,140137.408982879,320.099453994875,65.334645268034,239.215487885918,255.052267201755,0.750058272625889,8.00261336008773,287.725324805758
8.1,100533.034027144,140087.018887983,320.063349044147,66.1346021815194,239.105333520626,254.930498192397,0.749706948367982,7.99652490961984,287.72012508582
8.2,100523.492577745,140036.235521966,320.026913091354,66.9339468024674,238.994022052785,254.807350186781,0.749351557210694,7.99036750933905,287.714929345784
8.3,100513.959251619,139985.061205116,319.99014792073,67.7326722480508,238.881557224676,254.68282804658,0.748992113290381,7.98414140232898,287.709737630388
8.4,100504.434128872,139933.498277167,319.953055333337,68.5307716598865,238.767942820146,254.556936687713,0.748628630903931,7.97784683438567,287.704549984211
8.5,100494.917289288,139881.5490971,319.91563714691,69.3282382043062,238.653182664541,254.429681080158,0.748261124508209,7.97148405400789,287.699366451672
8.6,100485.408812334,139829.216042946,319.87789519571,70.1250650726259,238.537280624626,254.301066247746,0.747889608719487,7.9650533123873,287.694187077028
8.7,100475.908777147,139776.501511592,319.839831330366,70.9212454814153,238.420240608513,254.171097267972,0.747514098312875,7.95855486339859,287.689011904371
8.8,100466.417262541,139723.407918573,319.801447417719,71.7167726727646,238.302066565588,254.039779271788,0.74713460822174,7.95198896358938,287.683840977627
8.9,100456.934346995,139669.937697876,319.762745340669,72.5116399145526,238.182762486428,253.907117443403,0.746751153537123,7.94535587217017,287.678674340555
9,100447.460108659,139616.093301737,319.723726998013,73.3058405007113,238.062332402727,253.773117020081,0.746363749507147,7.93865585100403,287.673512036745
9.1,100437.994625344,139561.877200435,319.68439430429,74.0993677514913,237.940780387216,253.637783291927,0.745972411536419,7.93188916459634,287.668354109615
9.2,100428.53797452,139507.291882089,319.64474918962,74.8922150137254,237.818110553584,253.501121601686,0.745577155185426,7.92505608008428,287.663200602411
9.3,100419.090233317,139452.339852452,319.604793599539,75.6843756610909,237.694327056394,253.363137344527,0.745177996169927,7.91815686722634,287.658051558203
9.4,100409.651478518,139397.023634699,319.564529494844,76.4758430943718,237.569434091001,253.223835967832,0.744774950360335,7.91119179839163,287.652907019887
9.5,100400.221786559,139341.345769224,319.523958851423,77.2666107417189,237.443435893472,253.083222970982,0.744368033781096,7.90416114854912,287.647767030179
9.6,100390.801233522,139285.308813429,319.483083660095,78.0566720589092,237.316336740496,252.941303905137,0.743957262610057,7.89706519525685,287.642631631617
9.7,100381.389895138,139228.915341512,319.441905926441,78.8460205296046,237.188140949303,252.798084373018,0.743542653177839,7.8899042186509,287.637500866558
9.8,100371.987846778,139172.167944253,319.400427670643,79.6346496656088,237.058852877571,252.653570028687,0.743124221967188,7.88267850143437,287.632374777174
9.9,100362.595163456,139115.069228805,319.35865092731,80.4225530071238,236.928476923346,252.507766577324,0.742701985612333,7.87538832886619,287.627253405454
10,100353.21191982,139057.621818481,319.316577745315,81.2097241230046,236.797017524944,252.360679774998,0.742275960898332,7.86803398874989,287.6221367932
10.1,100343.838190154,138999.828352533,319.274210187621,81.9961566110132,236.664479160865,252.212315428445,0.741846164760413,7.86061577142224,287.617024982028
10.2,100334.474048374,138941.691485942,319.231550331118,82.7818440980714,236.530866349703,252.062679394835,0.741412614283311,7.85313396974175,287.611918013363
10.3,100325.119568023,138883.213889199,319.188600266443,83.5667802405124,236.396183650047,251.911777581543,0.740975326700592,7.84558887907714,287.606815928437
10.4,100315.774822272,138824.398248084,319.145362097813,84.350958724331,236.260435660392,251.759615945913,0.740534319393985,7.83798079729567,287.601718768292
10.5,100306.439883913,138765.247263456,319.101837942853,85.1343732654334,236.12362701904,251.606200495028,0.740089609892689,7.83031002475138,287.596626573775
10.6,100297.114825359,138705.763651024,319.058029932418,85.9170176098846,235.985762404008,251.451537285465,0.739641215872694,7.82257686427324,287.591539385536
10.7,100287.799718642,138645.950141133,319.013940210424,86.6988855341559,235.846846532923,251.295632423064,0.73918915515608,7.81478162115318,287.586457244028
10.8,100278.494635407,138585.809478538,318.969570933665,87.4799708453703,235.706884162929,251.138492062681,0.738733445710319,7.80692460313405,287.581380189505
10.9,100269.199646911,138525.344422189,318.924924271646,88.2602673815469,235.565880090583,250.980122407949,0.738274105647571,7.79900612039747,287.57630826202
11,100259.914824023,138464.557745,318.880002406398,89.0397690118443,235.423839151754,250.820529711032,0.737811153223969,7.79102648555158,287.571241501423
11.1,100250.640237217,138403.452233632,318.834807532304,89.8184696368028,235.280766221519,250.659720272374,0.737344606838902,7.7829860136187,287.566179947361
11.2,100241.375956569,138342.030688266,318.789341855922,90.5963631885849,235.136666214062,250.497700440458,0.736874485034293,7.7748850220229,287.561123639274
11.3,100232.122051761,138280.295922379,318.743607595803,91.3734436312149,234.991544082564,250.334476611549,0.736400806493868,7.76672383057744,287.556072616397
11.4,100222.87859207,138218.250762519,318.697606982311,92.1497049608174,234.845404819097,250.170055229444,0.735923590042426,7.75850276147221,287.551026917755
11.5,100213.64564637,138155.898048076,318.651342257445,92.9251412058541,234.698253454516,250.004442785218,0.735442854645093,7.75022213926092,287.545986582162
11.6,100204.423283131,138093.240631062,318.604815674656,93.6997464273595,234.550095058351,249.837645816967,0.734958619406576,7.74188229084836,287.540951648222
11.7,100195.21157041,138030.281375875,318.558029498667,94.4735147191758,234.400934738692,249.66967090955,0.734470903570419,7.73348354547748,287.535922154325
11.8,100186.010575856,137967.023159078,318.510986005289,95.2464402081855,234.250777642081,249.500524694327,0.733979726518236,7.72502623471635,287.530898138647
11.9,100176.820366702,137903.46886917,318.463687481238,96.0185170545436,234.099628953391,249.330213848902,0.733485107768957,7.71651069244512,287.525879639145
12,100167.641009764,137839.621406352,318.416136223954,96.789739451908,233.947493895721,249.158745096856,0.732987066978054,7.70793725484282,287.520866693563
12.1,100158.47257144,137775.483682306,318.368334541413,97.5601016276689,233.794377730269,248.986125207482,0.732485623936769,7.69930626037409,287.51585933942
12.2,100149.315117706,137711.058619957,318.320284751947,98.3295978431763,233.640285756219,248.812360995516,0.731980798571337,7.69061804977581,287.510857614019
12.3,100140.168714113,137646.349153248,318.271989184055,99.0982223939673,233.485223310623,248.637459320873,0.731472610942199,7.68187296604366,287.505861554439
12.4,100131.033425785,137581.358226911,318.223450176223,99.8659696099904,233.329195768275,248.461427088371,0.730961081243215,7.67307135441857,287.500871197535
12.5,100121.90931742,137516.08879623,318.17467007673,100.63283385583,233.172208541593,248.284271247462,0.730446229800866,7.66421356237309,287.495886579937
12.6,100112.796453281,137450.543826815,318.125651243471,101.398809530929,233.014267080493,248.105998791954,0.729928077073455,7.6552999395977,287.490907738049
12.7,100103.694897197,137384.726294369,318.076396043762,102.163891069808,232.855376872262,247.926616759739,0.729406643650301,7.64633083798695,287.485934708046
12.8,100094.604712564,137318.639184457,318.026906854158,102.928072942288,232.695543441436,247.746132232512,0.728881950250929,7.63730661162561,287.480967525875
12.9,100085.525962337,137252.285492273,317.977186060267,103.691349653708,232.534772349665,247.564552335494,0.728354017724254,7.6282276167747,287.476006227251
13,100076.458709028,137185.668222406,317.927236056556,104.45371574514,232.373069195591,247.381884237148,0.727822867047755,7.61909421185738,287.471050847657
13.1,100067.403014709,137118.790388614,317.877059246169,105.215165793605,232.21043961471,247.198135148897,0.727288519326657,7.60990675744484,287.466101422342
13.2,100058.358941004,137051.655013584,317.826658040735,105.975694412289,232.046889279241,247.013312324841,0.726750995793092,7.60066561624205,287.46115798632
13.3,100049.326549091,136984.265128705,317.776034860182,106.735296250755,231.882423897993,246.827423061469,0.726210317805265,7.59137115307344,287.45622057437
13.4,100040.305899694,136916.62377383,317.725192132546,107.493965995152,231.717049216229,246.64047469737,0.725666506846614,7.5820237348685,287.451289221031
13.5,100031.297053088,136848.73399705,317.674132293784,108.251698368428,231.550771015527,246.452474612946,0.725119584524959,7.5726237306473,287.446363960605
13.6,100022.300069092,136780.598854452,317.622857787583,109.008488130536,231.383595113641,246.263430230118,0.724569572571656,7.56317151150591,287.441444827151
13.7,100013.315007066,136712.221409896,317.571371065173,109.764330078641,231.215527364362,246.073349012035,0.724016492840735,7.55366745060176,287.436531854489
13.8,100004.341925912,136643.604734774,317.519674585134,110.519219047328,231.046573657375,245.882238462778,0.72346036730804,7.54411192313889,287.431625076192
13.9,99995.3808840714,136574.751907782,317.46777081321,111.273149908803,230.876739918113,245.690106127063,0.722901218070365,7.53450530635317,287.426724525593
14,99986.4319395203,136505.666014684,317.415662222116,112.026117573095,230.706032107617,245.496959589948,0.72233906734458,7.52484797949738,287.421830235775
14.1,99977.4951497691,136436.35014808,317.363351291351,112.778116988262,230.534456222383,245.302806476525,0.721773937466753,7.51514032382625,287.416942239576
14.2,99968.5705718605,136366.807407175,317.310840507006,113.529143140582,230.362018294218,245.107654451628,0.721205850891277,7.5053827225814,287.412060569586
14.3,99959.6582623666,136297.040897545,317.258132361575,114.27919105476,230.188724390087,244.911511219524,0.720634830189973,7.49557556097623,287.407185258144
14.4,99950.7582773873,136227.053730903,317.205229353766,115.028255794118,230.014580611963,244.714384523613,0.72006089805121,7.48571922618067,287.402316337338
14.5,99941.870672548,136156.849024871,317.152133988307,115.776332460792,229.839593096672,244.516282146119,0.719484077279004,7.47581410730595,287.397453839005
14.6,99932.9955029977,136086.429902742,317.098848775763,116.523416195927,229.663768015737,244.317211907784,0.718904390792118,7.46586059538921,287.392597794726
14.7,99924.1328234066,136015.799493253,317.04537623234,117.269502179865,229.487111575227,244.117181667561,0.718321861623163,7.45585908337805,287.387748235831
14.8,99915.2826879646,135944.960930353,316.991718879696,118.01458563234,229.30963001559,243.916199322301,0.717736512917682,7.44580996611504,287.38290519339
14.9,99906.4451503786,135873.917352967,316.937879244755,118.758661812662,229.131329611499,243.714272806442,0.717148367933244,7.43571364032212,287.378068698218
15,99897.620263871,135802.671904771,316.883859859513,119.501726019907,228.952216671688,243.511410091699,0.716557450038518,7.42557050458495,287.373238780871
15.1,99888.8080811779,135731.227733957,316.829663260852,120.243773593103,228.772297538791,243.307619186743,0.715963782712359,7.41538095933715,287.368415471645
15.2,99880.0086545463,135659.587993007,316.775291990349,120.984799911412,228.591578589173,243.102908136891,0.715367389542875,7.40514540684454,287.363598800576
15.3,99871.2220357331,135587.755838458,316.720748594086,121.724800394314,228.410066232762,242.897285023784,0.714768294226498,7.39486425118918,287.358788797437
15.4,99862.4482760025,135515.734430674,316.666035622463,122.463770501786,228.227766912889,242.69075796507,0.714166520567049,7.38453789825351,287.353985491738
15.5,99853.6874261248,135443.526933621,316.611155630009,123.201705734484,228.044687106108,242.483335114085,0.713562092474798,7.37416675570426,287.349188912726
15.6,99844.9395363735,135371.136514632,316.55611117519,123.938601633918,227.860833322029,242.275024659528,0.712955033965518,7.36375123297638,287.34439908938
15.7,99836.2046565243,135298.566344182,316.500904820226,124.67445378263,227.676212103142,242.065834825137,0.71234536915954,7.35329174125686,287.339616050413
15.8,99827.4828358532,135225.819595663,316.445539130902,125.409257804366,227.490830024645,241.855773869371,0.711733122280798,7.34278869346854,287.334839824272
15.9,99818.774123134,135152.899445151,316.390016676376,126.143009364252,227.304693694261,241.644850085075,0.711118317655873,7.33224250425375,287.330070439132
16,99810.0785666374,135079.809071183,316.334340028997,126.875704168963,227.117809752065,241.43307179916,0.710500979713032,7.32165358995799,287.325307922902
16.1,99801.3962141283,135006.551654532,316.278511764114,127.607337966891,226.930184870298,241.220447372269,0.709881132981263,7.31102236861347,287.320552303215
16.2,99792.7271128648,134933.130377978,316.222534459894,128.337906548318,226.741825753189,241.006985198452,0.709258802089306,7.30034925992259,287.315803607436
16.3,99784.0713095963,134859.548426088,316.166410697131,129.067405745576,226.552739136765,240.792693704828,0.708634011764683,7.28963468524142,287.311061862654
16.4,99775.4288505613,134785.808984985,316.110143059063,129.795831433216,226.362931788673,240.57758135126,0.708006786832713,7.27887906756301,287.306327095684
16.5,99766.7997814861,134711.915242132,316.053734131186,130.52317952817,226.172410507983,240.361656630015,0.707377152215543,7.26808283150074,287.301599333067
16.6,99758.1841475832,134637.870386106,315.997186501068,131.249445989908,225.981182125005,240.14492806543,0.706745132931151,7.25724640327152,287.296878601066
16.7,99749.5819935493,134563.677606373,315.940502758167,131.974626820606,225.789253501093,239.92740421358,0.706110754092367,7.24637021067898,287.292164925666
16.8,99740.9933635639,134489.340093073,315.883685493645,132.698718065294,225.596631528455,239.709093661932,0.705474040905874,7.23545468309658,287.287458332576
16.9,99732.4183012876,134414.861036794,315.826737300186,133.421715812022,225.403323129957,239.490005029013,0.704835018671216,7.22450025145066,287.282758847222
17,99723.8568498606,134340.243628356,315.769660771812,134.143616192004,225.209335258924,239.270146964069,0.704193712779797,7.21350734820343,287.278066494752
17.1,99715.3090519009,134265.491058589,315.712458503701,134.864415379781,225.014674898944,239.049528146718,0.703550148713876,7.20247640733588,287.273381300031
17.2,99706.7749495029,134190.606518118,315.655133092004,135.584109593365,224.819349063664,238.828157286613,0.702904352045559,7.19140786433067,287.268703287643
17.3,99698.2545842355,134115.593197142,315.597687133667,136.302695094389,224.623364796591,238.606043123098,0.702256348435794,7.18030215615492,287.264032481886
17.4,99689.7479971416,134040.454285223,315.540123226249,137.020168188259,224.426729170887,238.38319442486,0.701606163633348,7.16915972124298,287.259368906776
17.5,99681.2552287353,133965.192971066,315.482443967738,137.736525224295,224.229449289159,238.159619989582,0.700953823473795,7.15798099947909,287.254712586042
17.6,99672.7763190012,133889.812442306,315.42465195638,138.451762595878,224.031532283257,237.935328643601,0.700299353878493,7.14676643218006,287.250063543127
17.7,99664.3113073927,133814.315885295,315.366749790492,139.165876740591,223.832985314059,237.710329241556,0.699642780853558,7.1355164620778,287.245421801186
17.8,99655.8602328306,133738.706484889,315.30874006829,139.87886414036,223.633815571263,237.484630666037,0.698984130488838,7.12423153330187,287.240787383088
17.9,99647.4231337016,133662.987424236,315.250625387708,140.590721321593,223.43403027317,237.258241827238,0.698323428956877,7.11291209136192,287.23616031141
18,99639.0000478573,133587.161884568,315.192408346224,141.301444855318,223.233636666472,237.031171662603,0.697660702511885,7.10155858313015,287.23154060844
18.1,99630.5910126123,133511.233044988,315.134091540684,142.011031357315,223.032642026033,236.803429136472,0.696995977488696,7.09017145682361,287.226928296177
18.2,99622.1960647427,133435.204082262,315.075677567125,142.719477488256,222.831053654666,236.575023239731,0.696329280301728,7.07875116198657,287.222323396326
18.3,99613.8152404859,133359.078170615,315.017169020602,143.426779953829,222.628878882922,236.345962989454,0.695660637443937,7.0672981494727,287.2177259303
18.4,99605.4485755377,133282.858481521,314.958568495015,144.132935504874,222.426125068855,236.116257428547,0.694990075485771,7.05581287142732,287.213135919218
18.5,99597.0961050523,133206.5481835,314.899878582937,144.837940937509,222.222799597807,235.885915625391,0.694317621074119,7.04429578126956,287.208553383906
18.6,99588.7578636404,133130.150441912,314.84110187544,145.541793093256,222.018909882175,235.654946673488,0.693643300931251,7.0327473336744,287.203978344894
18.7,99580.4338853681,133053.668418757,314.782240961928,146.244488859167,221.814463361184,235.423359691096,0.69296714185377,7.02116798455479,287.199410822415
18.8,99572.1242037553,132977.105272472,314.72329842996,146.946025167947,221.609467500659,235.191163820872,0.692289170711546,7.0095581910436,287.194850836408
18.9,99563.8288517755,132900.46415773,314.66427686509,147.646398998073,221.403929792791,234.958368229512,0.691609414446652,6.9979184114756,287.190298406513
19,99555.5478618534,132823.748225239,314.605178850691,148.345607373915,221.1978577559,234.724982107387,0.690927900072302,6.98624910536936,287.18575355207
19.1,99547.2812658644,132746.960621549,314.546006967791,149.043647365854,220.991258934203,234.491014668182,0.690244654671779,6.97455073340909,287.181216292122
19.2,99539.0290951335,132670.104488852,314.486763794908,149.740516090396,220.784140897575,234.25647514853,0.689559705397365,6.9628237574265,287.176686645412
19.3,99530.7913804338,132593.182964785,314.427451907882,150.436210710287,220.576511241306,234.02137280765,0.688873079469264,6.95106864038252,287.172164630383
19.4,99522.5681519856,132516.19918224,314.368073879712,151.130728434623,220.368377585865,233.785716926981,0.68818480417453,6.93928584634903,287.167650265175
19.5,99514.3594394556,132439.156269167,314.30863228039,151.824066518965,220.15974757665,233.549516809812,0.687494906865978,6.92747584049058,287.163143567627
19.6,99506.165271955,132362.057348385,314.249129676744,152.516222265442,219.950628883746,233.312781780919,0.686803414961112,6.91563908904597,287.158644555275
19.7,99497.9856780397,132284.905537393,314.189568632269,153.20719302286,219.741029201677,233.075521186198,0.686110355941032,6.90377605930988,287.154153245351
19.8,99489.8206857081,132207.703948176,314.129951706976,153.896976186806,219.530956249156,232.837744392288,0.685415757349347,6.89188721961442,287.149669654786
19.9,99481.6703224008,132130.455687023,314.070281457222,154.585569199752,219.320417768835,232.599460786212,0.68471964679109,6.87997303931061,287.145193800202
20,99473.5346149992,132053.163854339,314.010560435562,155.272969551155,219.109421527051,232.360679774998,0.68402205193162,6.86803398874989,287.140725697917
20.1,99465.4135898251,131975.831544459,313.950791190583,155.959174777556,218.897975313569,232.121410785311,0.683323000495527,6.85607053926555,287.136265363946
20.2,99457.3072726391,131898.461845467,313.890976266754,156.644182462677,218.686086941328,231.881663263081,0.682622520265537,6.84408316315407,287.131812813993
20.3,99449.2156886404,131821.057839014,313.831118204269,157.327990237518,218.473764246182,231.641446673131,0.68192063908141,6.83207233365654,287.127368063456
20.4,99441.1388624651,131743.622600135,313.771219538893,158.010595780447,218.261015086637,231.400770498799,0.681217384838839,6.82003852493995,287.122931127427
20.5,99433.0768181859,131666.159197075,313.711282801809,158.691996817298,218.047847343591,231.159644241569,0.680512785488345,6.80798221207846,287.118502020688
20.6,99425.0295793116,131588.670691106,313.651310519466,159.372191121454,217.834268920067,230.918077420693,0.679806869034169,6.79590387103465,287.114080757711
20.7,99416.9971687847,131511.160136358,313.591305213431,160.051176513938,217.620287740948,230.676079572815,0.679099663533164,6.78380397864075,287.109667352659
20.8,99408.979608983,131433.630579637,313.531269400238,160.728950863499,217.405911752712,230.433660251596,0.678391197093685,6.77168301257979,287.105261819387
20.9,99400.9769217166,131356.08506026,313.47120559124,161.405512086696,217.191148923153,230.190829027335,0.677681497874475,6.75954145136676,287.100864171436
21,99392.9891282283,131278.526609877,313.411116292463,162.080858147981,216.97600724112,229.947595486594,0.676970594083548,6.74737977432971,287.096474422038
21.1,99385.0162491926,131200.958252308,313.351004004458,162.754987059777,216.760494716235,229.703969231816,0.676258513977074,6.73519846159081,287.092092584111
21.2,99377.0583047151,131123.383003368,313.290871222161,163.427896882559,216.544619378621,229.459959880949,0.67554528585826,6.72299799404745,287.087718670263
21.3,99369.1153143315,131045.803870706,313.230720434748,164.099585724929,216.328389278623,229.215577067064,0.674830938076229,6.71077885335318,287.083352692788
21.4,99361.1872970074,130968.223853641,313.17055412549,164.770051743691,216.111812486532,228.970830437975,0.674115499024895,6.69854152189876,287.078994663666
21.5,99353.274271137,130890.645942992,313.110374771617,165.439293143926,215.894897092297,228.725729655862,0.67339899714184,6.68628648279308,287.074644594564
21.6,99345.3762545432,130813.073120924,313.050184844179,166.107308179058,215.67765120525,228.480284396882,0.672681460907186,6.67401421984411,287.070302496836
21.7,99337.4932644763,130735.508360784,312.989986807902,166.774095150927,215.460082953814,228.234504350795,0.671962918842471,6.66172521753976,287.065968381519
21.8,99329.6253176142,130657.954626943,312.929783121059,167.439652409856,215.242200485222,227.988399220576,0.671243399509514,6.64941996102881,287.061642259336
